ID sample_1 sample_2 value_1 value_2 q_value
CBWD1 C F 5.44777 5.64303 0.842256
CBWD2 C F 7.89665 7.31445 0.612238
CBWD3 C F 1.61073 1.0927 0.434257
CBWD5 C F 55.3625 59.1827 0.651748
CBWD6 C F 0.735818 0.744481 0.989446
CBX1 C F 68.9177 62.1921 0.354686
CBX2 C F 27.7826 32.909 0.119251
CBX3 C F 106.505 76.2203 0.000710791
CBX3P2 C F 0.322576 0.198477 1
CBX4 C F 41.1642 49.8923 0.0602607
CBX5 C F 46.2691 38.0584 0.0415963
CBX6 C F 29.8015 34.5352 0.149925
CBX7 C F 1.48489 1.86381 0.137943
CBX8 C F 21.1399 24.4898 0.227596
CBY1 C F 13.401 16.5594 0.107984
CBY3 C F 0.144975 0.0395551 1
CC2D1A C F 10.0242 11.9731 0.128595
CC2D1B C F 9.27645 10.4125 0.329123
CC2D2A C F 2.00338 1.43491 0.063397
CC2D2B C F 0 0 1
CCAR1 C F 31.8951 21.9959 0.000259295
CCAR2 C F 37.5715 43.9084 0.154517
CCAT1 C F 1.052 0.842359 0.284188
CCAT2 C F 0 0 1
CCBE1 C F 0.00648211 0.00368678 1
CCBL1 C F 4.96584 6.0323 0.175551
CCBL2 C F 5.84156 5.36162 0.742637
CCDC101 C F 7.65838 10.1248 0.0528568
CCDC102A C F 5.6521 6.93715 0.111635
CCDC102B C F 0.0156896 0.00911136 1
CCDC103 C F 4.5523 4.45726 0.913123
CCDC105 C F 0 0 1
CCDC106 C F 0.107676 0.16868 1
CCDC107 C F 5.05592 5.96899 0.508201
CCDC108 C F 0 0.00587458 1
CCDC109B C F 10.9849 10.8306 0.933302
CCDC110 C F 0.186578 0.153032 1
CCDC112 C F 4.06771 2.82697 0.0101034
CCDC113 C F 2.25343 2.19864 0.884023
CCDC114 C F 0.0616425 0.0669116 1
CCDC115 C F 14.6664 16.8223 0.271714
CCDC116 C F 0.0451072 0.0300609 1
CCDC117 C F 29.5129 28.1532 0.708942
CCDC12 C F 26.5192 29.6892 0.666122
CCDC120 C F 0.832819 0.826918 0.973816
CCDC121 C F 0.703092 0.49807 0.863264
CCDC122 C F 0.717721 0.504068 0.371816
CCDC124 C F 110.331 120.417 0.454406
CCDC125 C F 4.67302 4.95328 0.70232
CCDC126 C F 1.58025 1.22475 0.1631
CCDC127 C F 36.8936 36.5206 0.944352
CCDC129 C F 0 0 1
CCDC13 C F 0.114258 0.0878386 1
CCDC13-AS1 C F 0 0 1
CCDC130 C F 6.53807 7.33412 0.444882
CCDC134 C F 5.91041 7.93246 0.0382756
CCDC136 C F 0.854465 0.839762 0.945799
CCDC137 C F 24.5435 27.4772 0.345003
CCDC138 C F 10.3392 7.63576 0.0122415
CCDC14 C F 14.0899 10.1243 0.00112625
CCDC140 C F 0 0 1
CCDC141 C F 0 0 1
CCDC142 C F 4.70131 5.35636 0.507114
CCDC144A C F 0.0683864 0.0818751 1
CCDC144B C F 0.77859 0.59309 0.0805316
CCDC144CP C F 0.206462 0.112415 1
CCDC144NL C F 0.00850411 0 1
CCDC144NL-AS1 C F 0.00578556 0.0436982 1
CCDC146 C F 0.107519 0.0527997 1
CCDC148 C F 0.0202035 0.118424 1
CCDC148-AS1 C F 0 0 1
CCDC149 C F 0.593663 1.00212 0.00352336
CCDC15 C F 0.642014 0.580505 0.668986
CCDC150 C F 0.778335 0.692032 0.591931
CCDC151 C F 0.30746 0.299529 1
CCDC152 C F 0.05577 0.0865016 1
CCDC153 C F 0 0.0865384 1
CCDC154 C F 0.0516831 0 1
CCDC155 C F 0 0 1
CCDC157 C F 0.86892 0.849317 0.951636
CCDC158 C F 0 0 1
CCDC159 C F 0.54592 0.421136 1
CCDC160 C F 0 0 1
CCDC162P C F 0.049719 0 1
CCDC163P C F 1.53482 2.52842 0.00245749
CCDC166 C F 0 0.0386311 1
CCDC167 C F 9.52218 13.6638 0.0294867
CCDC168 C F 0.00483426 0.00258683 1
CCDC169 C F 1.23103 0.741451 0.192388
CCDC169-SOHLH2 C F 0.0440252 2.04942e-06 1
CCDC17 C F 0.07302 0.0422564 1
CCDC170 C F 0.00815449 0.0123239 1
CCDC171 C F 0.526629 0.313488 1
CCDC172 C F 0 0 1
CCDC173 C F 0.0544444 0.0117555 1
CCDC174 C F 9.35899 8.85509 0.698433
CCDC175 C F 0 0 1
CCDC176 C F 1.0537 0.728658 0.363416
CCDC177 C F 0.40233 0.565817 1
CCDC178 C F 0 0 1
CCDC179 C F 0 0 1
CCDC18 C F 3.37044 1.97491 0.000259295
CCDC180 C F 0.320818 0.14281 1
CCDC181 C F 0.0227329 0.0136009 1
CCDC182 C F 0 0 1
CCDC183 C F 0.0280643 0.0387243 1
CCDC183-AS1 C F 1.82271 1.894 0.97138
CCDC184 C F 0 0 1
CCDC185 C F 0 0 1
CCDC186 C F 1.91036 1.2471 0.00209103
CCDC22 C F 11.654 15.8824 0.00662284
CCDC24 C F 3.83778 4.57122 0.612864
CCDC25 C F 15.376 11.7936 0.0125214
CCDC26 C F 0 0 1
CCDC27 C F 0 0 1
CCDC28A C F 5.09585 4.95268 0.883443
CCDC28B C F 8.00602 10.7633 0.0402539
CCDC3 C F 5.32685 5.63845 0.703894
CCDC30 C F 0.00761381 0.00785276 1
CCDC33 C F 0.0413668 0.0195756 1
CCDC34 C F 32.0446 27.9078 0.248332
CCDC36 C F 0.00765525 0 1
CCDC37 C F 0 0 1
CCDC37-AS1 C F 0 0 1
CCDC38 C F 0 0.0120459 1
CCDC39 C F 0.188045 0.0881719 1
CCDC40 C F 0.547406 0.586825 0.792141
CCDC42 C F 0 0 1
CCDC42B C F 0.287004 0.555784 1
CCDC43 C F 19.4778 15.7102 0.0595362
CCDC47 C F 43.1608 35.0156 0.0381743
CCDC50 C F 13.2324 12.0115 0.3865
CCDC51 C F 33.9487 39.2229 0.220029
CCDC53 C F 14.895 12.7104 0.263929
CCDC54 C F 0.0205546 0 1
CCDC57 C F 3.11336 3.17296 0.91456
CCDC58 C F 28.7298 18.8312 0.000259295
CCDC59 C F 23.0062 17.8342 0.0488925
CCDC6 C F 37.5126 34.0084 0.362994
CCDC60 C F 0 0 1
CCDC61 C F 1.22314 1.38654 0.605714
CCDC62 C F 0.51746 0.393873 1
CCDC63 C F 0 0 1
CCDC64 C F 2.99091 4.40693 0.00171423
CCDC64B C F 0 0 1
CCDC65 C F 0.160314 0.078777 1
CCDC66 C F 2.57136 1.73952 0.45142
CCDC67 C F 0 0 1
CCDC68 C F 3.30812 1.86128 0.000259295
CCDC69 C F 1.74641 2.53262 0.00921977
CCDC7 C F 0.358978 0.23885 1
CCDC70 C F 0 0 1
CCDC71 C F 17.294 19.9894 0.238395
CCDC71L C F 7.70924 6.51986 0.164773
CCDC73 C F 0.089712 0.041749 1
CCDC74A C F 0 0 1
CCDC74B C F 0.0405965 0 1
CCDC77 C F 28.5265 23.1016 0.345053
CCDC78 C F 0.232495 0.186498 1
CCDC79 C F 0 0 1
CCDC8 C F 0.0274445 0.0057546 1
CCDC80 C F 7.44358 7.00952 0.667323
CCDC81 C F 0.142141 0.134885 1
CCDC82 C F 15.4066 10.7064 0.000920449
CCDC83 C F 0 0 1
CCDC84 C F 11.2335 10.2759 0.864826
CCDC85A C F 1.69381 1.54299 0.626479
CCDC85B C F 162.298 173.453 0.560175
CCDC85C C F 27.1892 32.463 0.16059
CCDC86 C F 47.4241 54.9747 0.168319
CCDC87 C F 0.900421 1.11074 0.296551
CCDC88A C F 11.2305 6.69471 0.000259295
CCDC88B C F 1.40197 1.41956 0.948173
CCDC88C C F 4.05515 4.13229 0.899574
CCDC89 C F 0.0299781 0 1
CCDC9 C F 9.77013 11.9027 0.113666
CCDC90B C F 8.22657 7.8338 0.729007
CCDC91 C F 19.4486 12.9641 0.000489787
CCDC92 C F 6.98375 7.7753 0.450401
CCDC93 C F 13.8946 13.6171 0.883103
CCDC94 C F 13.4903 15.5197 0.292923
CCDC96 C F 1.08895 1.0486 0.975998
CCDC97 C F 10.5842 13.1244 0.0613945
CCER1 C F 0 0 1
CCER2 C F 0 0.0230158 1
CCHCR1 C F 0.35406 0.412304 1
CCHE1 C F 0 0 1
CCIN C F 0.012995 0.0227473 1
CCK C F 0 0 1
CCKAR C F 0 0 1
CCKBR C F 0 0 1
CCL1 C F 0 0 1
CCL11 C F 0 0 1
CCL13 C F 0 0 1
CCL14 C F 0 0 1
CCL15 C F 0 0 1
CCL15-CCL14 C F 0 0 1
CCL16 C F 0 0 1
CCL17 C F 0 0 1
CCL18 C F 0 0 1
CCL19 C F 0 0 1
CCL2 C F 0.0484631 0.0389024 1
CCL20 C F 0.442255 0.147543 1
CCL21 C F 0 0 1
CCL22 C F 0 0 1
CCL23 C F 0 0 1
CCL24 C F 0 0 1
CCL25 C F 0 0 1
CCL26 C F 1.8674 1.39987 0.502861
CCL27 C F 0 0 1
CCL28 C F 0.00648916 0 1
CCL3 C F 0 0.0442782 1
CCL3L1 C F 0 0 1
CCL3L3 C F 0 0 1
CCL4 C F 0 0 1
CCL4L1 C F 0 0 1
CCL4L2 C F 0 0 1
CCL5 C F 7.67774 9.98169 0.0622818
CCL7 C F 0 0 1
CCL8 C F 0 0 1
CCM2 C F 27.2128 31.8983 0.167616
CCM2L C F 0.062 0.161818 1
CCNA1 C F 0.0270582 0.0142432 1
CCNA2 C F 47.9461 43.7243 0.470226
CCNB1 C F 124.64 120.601 0.790812
CCNB1IP1 C F 28.9295 29.8068 0.840734
CCNB2 C F 74.687 75.2965 0.951277
CCNB3 C F 0.19554 0.0894315 1
CCNC C F 26.0463 21.8105 0.111109
CCND1 C F 51.8574 52.392 0.937304
CCND2 C F 3.43372 3.49951 0.901523
CCND2-AS1 C F 0 0 1
CCND3 C F 102.683 124.225 0.0538292
CCNDBP1 C F 11.5277 12.5709 0.491616
CCNE1 C F 14.6548 16.2104 0.440134
CCNE2 C F 11.7218 8.50749 0.133988
CCNF C F 13.5929 16.8804 0.0434158
CCNG1 C F 52.4247 48.7021 0.528345
CCNG2 C F 4.08242 3.21266 0.0452688
CCNH C F 29.9261 22.7804 0.0147223
CCNI C F 89.3741 97.9424 0.4122
CCNI2 C F 0.0337172 0.049902 1
CCNJ C F 4.72696 4.11512 0.537058
CCNJL C F 9.51353 10.5582 0.410944
CCNK C F 33.7954 38.1289 0.553216
CCNL1 C F 12.8318 9.93432 0.0239416
CCNL2 C F 28.1543 30.1196 0.661681
CCNO C F 3.51649 4.16995 0.339313
CCNT1 C F 24.4777 21.1788 0.169973
CCNT2 C F 6.68685 4.76628 0.00227367
CCNT2-AS1 C F 0.330613 0.293192 1
CCNY C F 15.4141 17.4114 0.289649
CCNYL1 C F 12.2558 12.6187 0.840973
CCNYL2 C F 0 0 1
CCP110 C F 4.27801 2.8485 0.000489787
CCPG1 C F 25.0408 17.2493 0.0026388
CCR1 C F 0.761201 0.839908 0.693373
CCR10 C F 0.586683 0.70383 0.634502
CCR2 C F 0 0.00977998 1
CCR3 C F 0.155378 0.0820099 1
CCR4 C F 0 0.0294001 1
CCR5 C F 0 0.0204132 1
CCR6 C F 0.0073041 0 1
CCR7 C F 0 0.0108539 1
CCR8 C F 0 0 1
CCR9 C F 0.00960812 0 1
CCRL2 C F 0.0165353 0 1
CCS C F 29.6917 36.6688 0.0760215
CCSAP C F 5.816 4.9684 0.206552
CCSER1 C F 0 0 1
CCSER2 C F 5.4573 4.50365 0.251113
CCT2 C F 286.989 277.645 0.782473
CCT3 C F 342.349 365.898 0.546193
CCT4 C F 197.557 186.351 0.60048
CCT5 C F 346.995 330.986 0.684535
CCT6A C F 225.279 192.929 0.114087
CCT6B C F 0.301827 0.116683 1
CCT6P1 C F 1.50591 1.33005 0.635618
CCT6P3 C F 0.263954 0.430689 1
CCT7 C F 271.426 307.448 0.218219
CCT8 C F 184.442 148.083 0.0220089
CCT8L2 C F 0.010472 0 1
CCZ1 C F 40.5692 37.4075 0.503794
CCZ1B C F 47.5817 43.5853 0.454532
CD101 C F 0.0187875 0.0661412 1
CD109 C F 16.9393 12.7787 0.00299421
CD14 C F 0.351612 0.293448 1
CD151 C F 107.421 131.548 0.0447772
CD160 C F 0.145992 0.0660611 1
CD163 C F 0 0.00521492 1
CD163L1 C F 0.202011 0.185045 1
CD164 C F 76.3757 56.9203 0.0026388
CD164L2 C F 0.0291014 0 1
CD177 C F 1.54738 1.05215 0.0452688
CD180 C F 0.264086 0.117918 1
CD19 C F 0.0246212 0 1
CD1A C F 0 0 1
CD1B C F 0 0 1
CD1C C F 0 0 1
CD1D C F 0 0 1
CD1E C F 0 0 1
CD2 C F 0 0 1
CD200 C F 0 0 1
CD200R1 C F 0 0 1
CD200R1L C F 0 0 1
CD207 C F 0 0.0459759 1
CD209 C F 0 0 1
CD22 C F 1.01086 0.934643 0.719145
CD226 C F 0.141209 0.104418 1
CD24 C F 294.256 298.901 0.900506
CD244 C F 0 0 1
CD247 C F 0 0 1
CD248 C F 0.152669 0.0309217 1
CD27 C F 0.101065 0.0215375 1
CD27-AS1 C F 0.213937 0.271045 1
CD274 C F 0.476818 0.323246 1
CD276 C F 53.0483 66.1887 0.0225239
CD28 C F 0 0 1
CD2AP C F 13.8817 7.66889 0.000259295
CD2BP2 C F 20.1395 23.7726 0.122987
CD300A C F 0 0 1
CD300C C F 0.0625921 0.0310105 1
CD300E C F 0 0 1
CD300LB C F 0 0 1
CD300LD C F 0 0 1
CD300LF C F 0 0 1
CD300LG C F 0 0 1
CD302 C F 0.100654 0.102619 1
CD320 C F 59.007 70.4522 0.102317
CD33 C F 0.0716644 0.0647001 1
CD34 C F 0 0 1
CD36 C F 0.583938 0.273044 0.0237028
CD37 C F 0.114657 0.0483371 1
CD38 C F 0 0 1
CD3D C F 0 0 1
CD3E C F 0 0 1
CD3EAP C F 6.26359 6.70645 0.837778
CD3G C F 0 0 1
CD4 C F 0.0242434 0.0302073 1
CD40 C F 0 0 1
CD40LG C F 0 0 1
CD44 C F 123.285 101.893 0.0455639
CD46 C F 77.4666 63.173 0.0364523
CD47 C F 8.32725 7.60805 0.470297
CD48 C F 0 0 1
CD5 C F 0.0128369 0 1
CD52 C F 1.60891 0.729719 0.60805
CD53 C F 0.0819384 0.0487474 1
CD55 C F 191.486 162.904 0.117967
CD58 C F 9.18994 7.744 0.260529
CD59 C F 43.5001 39.1533 0.317442
CD5L C F 0 0 1
CD6 C F 0 0 1
CD63 C F 459.167 552.569 0.0584505
CD68 C F 24.881 22.5255 0.414548
CD69 C F 0.0437037 0 1
CD7 C F 0.252383 0.143205 1
CD70 C F 19.4312 17.6236 0.505191
CD72 C F 0.0171372 0 1
CD74 C F 0.510951 0.300715 1
CD79A C F 0 0.0206476 1
CD79B C F 0.0284215 0.0847504 1
CD80 C F 0 0.0142097 1
CD81 C F 124.491 154.217 0.0294867
CD81-AS1 C F 0.26669 0.251999 1
CD82 C F 18.1325 24.1105 0.0123822
CD83 C F 1.53205 2.02576 0.0920208
CD84 C F 0 0 1
CD86 C F 0 0 1
CD8A C F 0.0363404 0.0460362 1
CD8B C F 0 0 1
CD9 C F 82.0644 86.328 0.688252
CD93 C F 0 0 1
CD96 C F 0 0 1
CD99 C F 0 0 1
CD99L2 C F 19.4594 24.0667 0.0410423
CD99P1 C F 0 0 1
CDA C F 152.6 156.429 0.851002
CDADC1 C F 1.97578 2.3749 0.321518
CDAN1 C F 5.97826 7.6941 0.0252872
CDC123 C F 113.608 96.3317 0.232672
CDC14A C F 1.15453 0.966016 0.368042
CDC14B C F 5.84721 5.6573 0.81854
CDC14C C F 0.344356 0.413613 1
CDC16 C F 22.7804 20.8808 0.490178
CDC20 C F 154.009 174.501 0.223324
CDC20B C F 0 0 1
CDC23 C F 22.151 21.27 0.865994
CDC25A C F 20.8197 22.675 0.473257
CDC25B C F 174.853 195.442 0.278908
CDC25C C F 7.94123 8.94822 0.754778
CDC26 C F 23.6229 19.4476 0.146769
CDC27 C F 24.0984 18.0201 0.00316968
CDC34 C F 57.2841 69.3257 0.0741138
CDC37 C F 155.717 174.735 0.26923
CDC37L1 C F 4.26227 3.13061 0.0139126
CDC37L1-AS1 C F 0 0 1
CDC40 C F 6.85868 5.50674 0.0674281
CDC42 C F 121.696 116.11 0.696622
CDC42BPA C F 8.78744 7.01298 0.0316538
CDC42BPB C F 44.8054 52.6082 0.10116
CDC42BPG C F 1.11439 1.19602 0.704736
CDC42EP1 C F 111.457 123.193 0.350213
CDC42EP2 C F 20.2019 23.7555 0.163995
CDC42EP3 C F 16.3609 10.8993 0.000259295
CDC42EP4 C F 49.3463 56.3931 0.200491
CDC42EP5 C F 0.361069 0.470623 1
CDC42P3 C F 0.055622 0 1
CDC42SE1 C F 48.6451 51.8582 0.601268
CDC42SE2 C F 20.4381 17.4902 0.15385
CDC45 C F 26.8284 29.5618 0.430297
CDC5L C F 11.1689 8.22189 0.00316968
CDC6 C F 85.3942 85.2801 0.990323
CDC7 C F 10.0276 6.76378 0.000259295
CDC73 C F 14.0449 10.6219 0.00567371
CDCA2 C F 14.0266 10.9999 0.0257725
CDCA3 C F 18.7889 21.5244 0.268116
CDCA4 C F 32.3435 35.5326 0.418514
CDCA5 C F 31.9901 35.2181 0.406071
CDCA7 C F 23.3746 22.8199 0.866998
CDCA7L C F 48.1312 44.9251 0.567769
CDCA8 C F 29.3247 33.7505 0.206998
CDCP1 C F 36.7869 31.7904 0.174588
CDCP2 C F 0.0110672 0 1
CDH1 C F 0.0573769 0.0548675 1
CDH10 C F 0.0129679 0 1
CDH11 C F 0 0 1
CDH12 C F 0 0 1
CDH13 C F 28.9482 20.798 0.0550538
CDH15 C F 0.0759637 0.0699364 1
CDH16 C F 0.108054 0.0586214 1
CDH17 C F 0.00626499 0 1
CDH18 C F 0 0 1
CDH19 C F 0 0 1
CDH2 C F 35.6746 36.2655 0.897734
CDH20 C F 0 0 1
CDH22 C F 0 0 1
CDH23 C F 0.0128408 0.0417291 1
CDH24 C F 6.71358 7.65563 0.30862
CDH26 C F 0.00702986 0.00759492 1
CDH3 C F 0.211043 0.172659 1
CDH4 C F 0.248994 0.24102 1
CDH5 C F 0 0 1
CDH6 C F 0 0 1
CDH7 C F 0 0 1
CDH8 C F 0 0 1
CDH9 C F 0 0 1
CDHR1 C F 0 0 1
CDHR2 C F 0.0154501 0 1
CDHR3 C F 0.0351409 0.0314177 1
CDHR4 C F 0 0.0100418 1
CDHR5 C F 0.0577821 0.0441298 1
CDIP1 C F 13.9784 17.0964 0.0759285
CDIPT C F 42.9121 52.8222 0.0499697
CDIPT-AS1 C F 0.247581 0.120102 1
CDK1 C F 54.8636 39.933 0.00245749
CDK10 C F 9.3651 10.0257 0.707643
CDK11A C F 8.50758 9.34056 0.778936
CDK11B C F 17.9331 19.7564 0.630025
CDK12 C F 27.1201 27.0296 0.982149
CDK13 C F 14.1705 14.3007 0.947297
CDK14 C F 9.27363 8.0638 0.224673
CDK15 C F 0.0232081 0.0287692 1
CDK16 C F 85.438 100.894 0.0917357
CDK17 C F 14.4821 10.6663 0.00536227
CDK18 C F 5.60341 7.2346 0.0381743
CDK19 C F 4.00596 3.36416 0.53906
CDK2 C F 76.2602 77.2749 0.920898
CDK20 C F 2.14176 2.74512 0.11933
CDK2AP1 C F 201.137 182.813 0.396718
CDK2AP2 C F 64.9607 73.6145 0.278694
CDK3 C F 1.91733 2.68378 0.772471
CDK4 C F 147.827 162.403 0.395693
CDK5 C F 22.2144 28.552 0.0268511
CDK5R1 C F 1.02325 1.06617 0.846999
CDK5R2 C F 1.75151 2.21333 0.158582
CDK5RAP1 C F 18.0069 21.9393 0.0832633
CDK5RAP2 C F 37.6521 34.552 0.43572
CDK5RAP3 C F 34.7547 34.571 0.972575
CDK6 C F 12.9566 8.02071 0.000259295
CDK7 C F 24.8973 18.3127 0.00847807
CDK8 C F 11.2525 10.637 0.709335
CDK9 C F 32.9797 36.5905 0.362931
CDKAL1 C F 7.71975 7.62474 0.936781
CDKL1 C F 1.18648 1.17975 0.983818
CDKL2 C F 0.025809 0.0089323 1
CDKL3 C F 0.209365 0.102611 1
CDKL4 C F 0 0 1
CDKL5 C F 0.497331 0.453707 1
CDKN1A C F 100.505 145.054 0.000259295
CDKN1B C F 20.3331 19.3672 0.71606
CDKN1C C F 74.4463 73.3348 0.913394
CDKN2A C F 372.942 394.26 0.631949
CDKN2A-AS1 C F 0.770852 0.736257 0.972769
CDKN2AIP C F 16.8772 15.1942 0.40724
CDKN2AIPNL C F 56.7143 61.092 0.550111
CDKN2B C F 55.0147 45.0591 0.0423576
CDKN2B-AS1 C F 1.34219 1.59744 0.861375
CDKN2C C F 33.1233 39.141 0.153545
CDKN2D C F 1.84992 2.28322 0.376712
CDKN3 C F 43.7909 36.1693 0.111729
CDNF C F 0.407466 0.200643 1
CDO1 C F 0 0.0167196 1
CDON C F 2.81302 2.53151 0.416683
CDPF1 C F 8.70988 8.72299 0.994975
CDR1 C F 0 0 1
CDR2 C F 8.58105 9.65831 0.36622
CDR2L C F 59.4581 69.0389 0.139445
CDRT1 C F 1.2474 1.13814 0.660437
CDRT15 C F 0.0779563 0 1
CDRT15L2 C F 0 0 1
CDRT15P1 C F 0.567009 0.804855 0.346903
CDRT15P2 C F 0 0 1
CDRT4 C F 3.4407 4.1157 0.761913
CDRT7 C F 0 0 1
CDRT8 C F 0 0 1
CDS1 C F 1.37095 1.49533 0.624688
CDS2 C F 6.49348 7.04426 0.500995
CDSN C F 0 0 1
CDT1 C F 25.7288 31.3032 0.0680549
CDV3 C F 71.4148 67.5149 0.639182
CDX1 C F 0 0 1
CDX2 C F 0 0 1
CDX4 C F 0 0 1
CDY1 C F 0 0 1
CDY1B C F 0 0 1
CDY2A C F 0 0 1
CDY2B C F 0 0 1
CDYL C F 38.9796 40.9168 0.696875
CDYL2 C F 11.6044 14.2161 0.090492
CEACAM1 C F 0.259877 0.204336 1
CEACAM16 C F 0 0 1
CEACAM18 C F 0 0 1
CEACAM19 C F 0.423691 0.288226 1
CEACAM20 C F 0.0298709 0.033411 1
CEACAM21 C F 0 0 1
CEACAM22P C F 0.0145967 0.00732002 1
CEACAM3 C F 0 0 1
CEACAM4 C F 0 0 1
CEACAM5 C F 0 0 1
CEACAM6 C F 0 0 1
CEACAM7 C F 0 0 1
CEACAM8 C F 0 0 1
CEBPA C F 1.51766 2.00932 0.0911807
CEBPA-AS1 C F 0.162653 0.0602542 1
CEBPB C F 191.223 197.717 0.785019
CEBPB-AS1 C F 0.27468 0.182721 1
CEBPD C F 81.4544 85.1404 0.727895
CEBPE C F 0.238048 0.216808 1
CEBPG C F 9.56147 8.78433 0.509474
CEBPZ C F 32.4245 20.4122 0.0108218
CEBPZOS C F 20.3508 17.6434 0.510298
CECR1 C F 0.0110744 0 1
CECR2 C F 0.0529144 0.0463476 1
CECR3 C F 0 0 1
CECR5 C F 22.5129 26.4997 0.163923
CECR5-AS1 C F 0.127183 0.129928 1
CECR6 C F 0.204357 0.25406 1
CECR7 C F 1.23056 1.12452 0.675319
CEL C F 0.223292 0.336322 1
CELA1 C F 0 0 1
CELA2A C F 0 0 1
CELA2B C F 0 0 1
CELA3A C F 0 0 1
CELA3B C F 0 0 1
CELF1 C F 36.0659 37.0944 0.826449
CELF2 C F 0.263622 0.197634 1
CELF2-AS1 C F 0 0 1
CELF2-AS2 C F 0 0 1
CELF3 C F 0.0279238 0.0352527 1
CELF4 C F 0 0.00545552 1
CELF5 C F 0.0333033 0.104326 1
CELF6 C F 0.220716 0.212389 1
CELP C F 0 0.0508551 1
CELSR1 C F 17.9195 21.4677 0.0689158
CELSR2 C F 2.51283 3.22209 0.0318892
CELSR3 C F 7.94352 8.19793 0.809965
CELSR3-AS1 C F 0 0 1
CEMIP C F 0.230599 0.129975 1
CEMP1 C F 8.26943 7.25409 0.620024
CEND1 C F 0.0856333 0.0619267 1
CENPA C F 25.3235 26.6415 0.713753
CENPB C F 95.8103 117.017 0.0374824
CENPBD1 C F 4.60079 5.34069 0.424456
CENPBD1P1 C F 9.94735 11.9916 0.110582
CENPC C F 2.58227 1.6934 0.00386632
CENPE C F 4.03406 2.08146 0.000259295
CENPF C F 26.6291 12.8967 0.000259295
CENPH C F 34.3318 33.8226 0.919065
CENPI C F 4.90161 4.31583 0.374169
CENPJ C F 3.76336 2.48461 0.000710791
CENPK C F 14.9166 10.9081 0.00951476
CENPL C F 8.38647 8.28169 0.941863
CENPM C F 38.3335 45.3698 0.156363
CENPN C F 30.6255 35.8937 0.288225
CENPO C F 24.3386 29.1405 0.217042
CENPP C F 2.37796 2.6343 0.849385
CENPQ C F 8.71458 4.8192 0.000259295
CENPT C F 7.61564 8.5919 0.735081
CENPU C F 14.8081 11.7477 0.07767
CENPV C F 59.4901 64.1671 0.543403
CENPVP2 C F 0 0 1
CENPW C F 23.3254 21.9673 0.682374
CEP104 C F 5.97238 6.58027 0.433487
CEP112 C F 0.961034 0.773208 0.282113
CEP120 C F 3.24164 2.30968 0.00631094
CEP126 C F 1.33594 0.878875 0.00209103
CEP128 C F 4.98831 3.59335 0.00662284
CEP131 C F 9.16625 10.8865 0.137785
CEP135 C F 1.96716 1.23028 0.00132463
CEP152 C F 3.98011 2.47872 0.000259295
CEP162 C F 1.51682 0.837447 0.000259295
CEP164 C F 8.06078 9.34123 0.203011
CEP170 C F 15.895 9.8197 0.000259295
CEP170B C F 19.6975 23.6003 0.0765187
CEP170P1 C F 2.94128 1.65 0.0106751
CEP19 C F 1.95117 1.69856 0.461794
CEP192 C F 3.94396 3.03925 0.0216454
CEP250 C F 8.76399 8.89449 0.912428
CEP290 C F 2.27011 1.26856 0.0262303
CEP295 C F 4.76912 2.67907 0.000259295
CEP295NL C F 0.289695 0.425195 1
CEP350 C F 6.93952 3.85549 0.000259295
CEP41 C F 1.0756 0.867328 0.198657
CEP44 C F 4.22556 3.21469 0.105519
CEP55 C F 47.1635 34.5306 0.00227367
CEP57 C F 51.0417 35.9676 0.000710791
CEP57L1 C F 3.26768 2.3927 0.0365638
CEP63 C F 6.68747 4.47981 0.13149
CEP68 C F 5.91624 6.1328 0.907422
CEP70 C F 3.32539 2.32855 0.0185941
CEP72 C F 14.3848 14.1953 0.930699
CEP76 C F 6.96461 6.07118 0.510687
CEP78 C F 9.83124 8.51657 0.261763
CEP83 C F 4.43711 2.66799 0.000259295
CEP83-AS1 C F 0.164812 0.127825 1
CEP85 C F 15.2363 16.6376 0.467057
CEP85L C F 0.753126 0.679032 0.757828
CEP89 C F 3.08926 3.28242 0.721976
CEP95 C F 12.7577 11.568 0.451184
CEP97 C F 2.68843 1.88055 0.00334915
CEPT1 C F 7.74506 6.51986 0.342968
CER1 C F 0 0 1
CERCAM C F 54.1143 64.6289 0.658215
CERK C F 26.4382 29.9045 0.253113
CERKL C F 0.544641 0.342088 1
CERS1 C F 3.73022 4.19586 0.696955
CERS2 C F 84.9047 96.0033 0.236649
CERS3 C F 0 0 1
CERS3-AS1 C F 0 0 1
CERS4 C F 4.88601 6.05888 0.13224
CERS5 C F 21.0253 25.3969 0.085584
CERS6 C F 8.46313 7.80278 0.50832
CERS6-AS1 C F 0 0 1
CES1 C F 0.710909 0.822157 0.593873
CES1P1 C F 0 0 1
CES1P2 C F 0 0.060869 1
CES2 C F 15.9858 17.5729 0.430337
CES3 C F 0.0493979 0.0513164 1
CES4A C F 0 0.0104167 1
CES5A C F 0 0 1
CES5AP1 C F 0 0 1
CETN1 C F 0 0 1
CETN2 C F 62.0642 58.4922 0.650033
CETN3 C F 5.74746 4.32849 0.0608994
CETN4P C F 1.02474 0.683769 0.525467
CETP C F 0.0337825 0.0284474 1
CFAP126 C F 0.819914 0.713532 0.950021
CFAP20 C F 29.8678 29.7056 0.97028
CFAP221 C F 0.0160178 0.00864905 1
